time,host_cpu_util_pct,host_cpu_usage_per_sec,db_cpu_time_ratio,db_cpu_usage_per_sec,cpu_usage_per_txn,bg_cpu_usage_per_sec,buffer_cache_hit_ratio,shared_pool_free_pct,library_cache_hit_ratio,sga_free_mb,pga_used_mb,active_sessions,sessions_total,logons_per_sec,process_count,physical_reads_per_sec,physical_writes_per_sec,redo_writes_per_sec,io_requests_per_sec,io_throughput_mb_sec,avg_read_latency_ms,avg_write_latency_ms,db_time_ms,cpu_time_ms,user_io_wait_ms,system_io_wait_ms,log_file_sync_wait_ms,concurrency_wait_ms,txn_per_sec,user_calls_per_sec,executions_per_sec,parse_count_per_sec,hard_parse_ratio_pct
2025-09-16 00:00:00,8.772508295066208,2.29010297666958,0.48010378556187905,3.6911233144539275,0.05887495823891894,0.13023465221067343,91.87451377809235,36.00305850569781,95.31435379087058,577.6417927562447,113.60713696181313,16,286,1.3956629914857834,338,256.4022363268315,293.6998833103122,9.704546586495752,797.2572180986733,13.767951828484756,7.7967573033267765,4.7616246217376235,194.34101265921296,266.4721808904643,50.600976426309124,73.70694259787795,39.40103692031057,40.44881109564052,37.45856191267875,81.66276259496804,14.644924876313503,44.82637732614095,11.434441321270999
2025-09-16 00:00:10,7.431802962444202,4.002479166502987,0.08973216067066347,4.67644286654647,0.062199019385583885,1.379929885379405,97.68727906254526,27.254177006995775,93.89324993179252,583.974666618328,104.00971212656651,34,284,1.4636761444342454,361,266.30915394827497,162.298969894712,133.64999417217012,54.79505721576707,33.259284233456135,6.004385712327467,1.4257569887189252,653.9001195441209,235.20476152665643,58.18853970401216,38.0374559336048,5.161746708501791,91.30567901382223,20.014772589146833,34.48118044996081,56.94472841557064,35.78243876327601,1.8289700455222269
2025-09-16 00:00:20,18.43779843234095,4.1390977776488365,0.3811727232006702,1.0432999814833406,0.08542174551741631,0.15202695727180848,95.07144334355706,15.800775691106828,92.58970173752527,886.0718539444409,490.16332181792194,48,78,0.6644515050574538,330,94.40118888060343,293.7787302180429,112.22069201288801,678.0290115635286,48.52194362986718,8.664421002112935,15.139366313738373,296.61085999494503,60.46806993070328,160.03453173544528,5.259669888922616,8.958440441109962,85.66096514878154,39.691771025412116,78.47399054038048,92.347663264353,32.44509878345821,0.2927372853591059
2025-09-16 00:00:30,18.543835117167934,0.6072480944119724,0.055870118148806214,3.4487838260160206,0.014531236505800292,1.3941208750608407,95.94649317059299,31.633648366672986,94.70339990827476,692.991277457543,109.12041551907737,26,154,1.9035935968259552,196,16.70676583653337,54.77155095952001,177.0466097830768,605.6500136984231,24.572817691134375,10.078595481740305,15.932404472861943,939.203858203685,347.0713065732249,66.98832370705152,47.36106112842894,12.244442640437068,19.50480315210601,27.22313778422213,19.45207759511901,162.2523596343825,27.183069542147244,8.256072755611184
2025-09-16 00:00:40,8.423922602850853,0.8934823469041503,0.283101666072314,0.37540657001531696,0.09242674871060524,1.8269019127729216,90.07968477459825,47.306148870882986,98.74356061842852,720.3776697554729,273.05876492377075,25,247,0.854789736964209,94,191.73986214735496,284.96471189829117,37.488199153881546,540.4952686752853,23.14043550452751,12.182384463446537,5.60086385791163,355.7916447315109,57.7750304692287,42.27536868147784,22.393028817507606,14.485576604795485,34.959898331421805,37.09634607664331,68.59190891814018,94.37863240316882,7.525238853698424,8.793320958223221
2025-09-16 00:00:50,12.90924290571514,4.37438522209447,0.016792669929287685,1.3818134491618372,0.08662994155765145,0.3885484383314015,86.24527642127887,24.5638600026912,96.39137813890076,668.8655291670555,122.83475705531038,32,297,0.3640614258943524,170,203.4121531622587,238.27722500483347,36.51197420984115,106.38132390267967,36.94536852215255,16.486011663436194,4.240593149443653,328.0648289419415,283.68444358682314,193.08059059827258,61.27247848629523,16.83575238088601,41.57561728001304,8.459474994351451,98.37019298617088,6.644020232182779,17.254763426655927,4.41619735467607
2025-09-16 00:01:00,11.33240840272246,2.843779061248955,0.142593199085428,2.7976568640702286,0.019971685674832346,1.7553989461455697,89.88547056277967,16.908942587367815,85.08619415378485,997.912267603336,419.47672949598444,49,165,1.4592710195580938,263,14.783063719735447,11.680371263245746,14.532657373807792,387.30203285242186,19.207725772374157,15.816535208609073,12.710300710170612,298.9762340052881,297.7363070647774,126.41914783714977,14.441020123412201,38.2238718661892,49.989517217940715,42.29463054248658,75.01986339529802,48.54689061470623,24.33827442992904,0.8305614240956238
2025-09-16 00:01:10,18.426774444882035,4.120873257085094,0.2503881908299684,4.526538024769845,0.0762979337824239,0.673910093954597,96.54961299275877,40.98793856216281,92.31641518295791,955.4816403747085,221.6309422297403,25,224,0.011434390743581435,369,212.28337948820726,169.93252688867352,5.9525142087413165,771.3415526803454,26.603544793249778,16.37558950288839,13.009466347967615,825.8050314871374,455.16073911738664,176.67606973353114,140.13752386511354,8.453213295488355,37.657239232744324,40.69075623533087,33.24000842205439,14.424433644319734,7.809657628376221,7.797968414552974
2025-09-16 00:01:20,12.395090727309789,0.559194418282844,0.1369777163268256,0.9299742133467032,0.0249280145313519,0.8230282163488347,90.27874956008432,36.892964993141405,96.69482183542992,423.28946676199575,366.01093217219426,41,216,1.1895551177726844,157,254.6981300331068,118.07002297831674,38.90067779055075,406.7889187130068,20.851077245289222,5.208021762042583,10.85734233681322,652.4322206618386,10.029582647113228,68.12528512021382,154.2801292630521,14.35250843684689,67.8866883655549,43.35509447282597,61.94445900790831,34.09596842603744,6.571277158224875,10.125010567316275
2025-09-16 00:01:30,8.558064966564247,2.5840089467996834,0.25826811448785697,0.8214605055209329,0.08804893071077637,1.786639353541317,85.26892929562217,34.31333062974295,89.00223286250367,536.636948491954,419.4695195860293,31,261,1.492406238804197,220,140.15267938958172,137.45014585991095,45.978629998404664,34.20213775421789,21.056527406593272,19.905552273569665,16.361504346191694,341.8506593904322,26.098511039269766,79.33897281669222,8.22413837109537,40.750960233366214,91.77937278771842,20.527649678806142,42.4161712433733,193.85474975208297,2.5509013525784328,3.5661936105275482
2025-09-16 00:01:40,14.618340086148036,3.6335643455214117,0.24279856565684582,4.748900816232643,0.027732868615951374,0.5047755168413337,93.68918560682617,20.514670274572186,97.71341663025439,903.0553374067297,496.8974908644196,39,116,1.2819960885464288,305,253.1156442165932,218.29893177724531,93.42919202078376,971.4281221499625,30.887561895190938,6.2404948443235435,2.654788449459324,385.3611798158139,85.7896406217716,195.2431348820698,183.24639183635566,29.18415651421281,62.14505712573681,2.436309395689346,53.57520789088607,24.027315116491256,15.333350244829436,2.243794854921739
2025-09-16 00:01:50,6.195825474815786,4.115989981377234,0.36080807962463407,3.039072191880576,0.06238965725479875,1.1912251937133596,88.59371401180151,25.831917483192985,92.07864121192968,981.6078550531477,341.05474022794505,32,126,1.5408291752965184,370,171.09696700751545,176.96656327677923,198.68130609471064,123.59419516848895,35.94598086513523,9.376197238367677,13.270370801480603,213.10742930091286,80.6129272460103,94.30983154905671,160.68560915698004,20.718611334442894,1.3181317703032103,12.622838326013797,21.687645061710803,42.729853642488095,26.514779062863113,4.659514764208213
